jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;23954;0.0;8.0;4.6;1.8;110631.0;4.0;5.0;6.0;28.87;71.13;546;2.2793687901811808
1;Tues;24664;1.0;9.0;4.4;2.1;108939.0;3.0;4.0;6.0;27.61;72.39;0;0.0
2;Wed;27344;0.0;11.0;4.1;2.3;113131.0;2.0;4.0;6.0;25.86;74.14;83;0.303540081919251
3;Thur;26416;0.0;9.0;4.7;2.2;124468.0;3.0;5.0;6.0;29.45;70.55;231;0.8744700181708056
4;Fri;28928;1.0;11.0;5.0;2.1;144556.0;3.0;5.0;7.0;31.23;68.77;0;0.0
5;Sat;27792;0.0;9.0;4.0;2.5;112335.0;2.0;4.0;6.0;25.26;74.74;1792;6.4478986758779495
6;Sun;25978;0.0;9.0;4.0;2.5;104527.0;1.0;4.0;6.0;25.15;74.85;2769;10.65901917006698
