jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;12.0;6.0;3.6;290002.0;3.0;6.0;9.0;49.98;50.02;2790;5.77006597315575
1;Tues;46261;0.0;12.0;6.6;3.4;305565.0;4.0;7.0;9.0;55.04;44.96;1635;3.534294546161994
2;Wed;48176;0.0;12.0;5.3;3.2;254220.0;3.0;5.0;8.0;43.97;56.03;2039;4.232397874460312
3;Thur;48396;0.0;12.0;5.2;3.1;251371.0;3.0;5.0;8.0;43.28;56.72;1671;3.4527646912968017
4;Fri;52783;0.0;12.0;6.2;3.3;326136.0;3.0;6.0;9.0;51.49;48.51;1656;3.1373737756474624
5;Sat;52273;0.0;12.0;5.7;3.4;300304.0;3.0;5.0;8.0;47.87;52.13;1605;3.070418763032541
6;Sun;50458;0.0;12.0;6.2;3.8;312141.0;3.0;6.0;10.0;51.55;48.45;2478;4.911015101668714
