jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;3.3;2.2;157529.0;1.0;3.0;5.0;40.72;59.28;5491;11.356068909891837
1;Tues;46268;0.0;8.0;3.2;2.0;148767.0;2.0;3.0;4.0;40.19;59.81;4943;10.683409700008644
2;Wed;48176;0.0;8.0;3.8;1.7;185078.0;3.0;4.0;5.0;48.02;51.98;1019;2.1151610760544672
3;Thur;48397;0.0;8.0;3.7;1.7;177123.0;2.0;3.0;5.0;45.75;54.25;489;1.0103932061904664
4;Fri;52783;0.0;8.0;4.0;1.8;211581.0;3.0;4.0;5.0;50.11;49.89;974;1.8452910975124568
5;Sat;52273;0.0;8.0;3.8;2.0;196416.0;2.0;4.0;5.0;46.97;53.03;2829;5.411971763625581
6;Sun;50458;0.0;8.0;3.6;2.4;180457.0;1.0;3.0;5.0;44.7;55.3;4189;8.301954100439971
