jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;16.0;8.5;4.3;410577.0;5.0;9.0;12.0;53.07;46.93;858;1.774450396045747
1;Tues;46264;0.0;16.0;8.3;4.2;384861.0;5.0;9.0;11.0;51.99;48.01;407;0.8797337022306762
2;Wed;48176;1.0;16.0;8.8;3.8;423907.0;6.0;9.0;12.0;54.99;45.01;0;0.0
3;Thur;48397;1.0;16.0;8.7;4.1;418686.0;5.0;8.0;12.0;54.07;45.93;0;0.0
4;Fri;52783;1.0;16.0;8.8;3.9;464513.0;6.0;8.0;12.0;55.0;45.0;0;0.0
5;Sat;52273;0.0;16.0;8.5;3.7;444524.0;6.0;8.0;11.0;53.15;46.85;5;0.009565167486082682
6;Sun;50458;0.0;16.0;8.8;4.0;442733.0;6.0;8.0;12.0;54.84;45.16;230;0.4558246462404376
