jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;26.0;8.9;5.6;430044.0;5.0;8.0;12.0;32.94;67.06;2102;4.347196657911608
1;Tues;46259;0.0;27.0;9.4;5.7;436477.0;6.0;9.0;12.0;34.95;65.05;1186;2.563825417756545
2;Wed;48176;0.0;27.0;10.2;4.8;490889.0;7.0;10.0;13.0;37.74;62.26;279;0.57912653603454
3;Thur;48396;0.0;25.0;10.1;5.4;489142.0;6.0;10.0;14.0;37.43;62.57;617;1.2748987519629722
4;Fri;52782;0.0;26.0;9.2;6.1;483015.0;4.0;8.0;13.0;33.89;66.11;1569;2.972604296919404
5;Sat;52272;0.0;26.0;9.0;5.5;468400.0;4.0;8.0;13.0;33.19;66.81;779;1.4902816039179676
6;Sun;50458;0.0;26.0;7.6;5.6;385423.0;3.0;6.0;11.0;28.29;71.71000000000001;2104;4.169804589956002
