jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;16.0;7.3;4.3;350991.0;4.0;7.0;11.0;45.37;54.63;968;2.0019440365644323
1;Tues;46262;0.0;16.0;6.8;4.1;315607.0;3.0;7.0;10.0;42.64;57.36;1055;2.280489386537547
2;Wed;48176;0.0;16.0;7.5;4.2;361974.0;4.0;7.0;11.0;46.96;53.04;707;1.4675357024244435
3;Thur;48397;0.0;16.0;7.9;3.9;381154.0;5.0;8.0;11.0;49.22;50.78;374;0.7727751720147943
4;Fri;52783;0.0;16.0;7.7;4.3;406389.0;4.0;8.0;11.0;48.12;51.88;1236;2.341663035447019
5;Sat;52273;0.0;16.0;6.4;4.1;335779.0;3.0;6.0;10.0;40.15;59.85;2508;4.797888011019072
6;Sun;50458;0.0;16.0;5.5;4.6;279246.0;2.0;4.0;9.0;34.59;65.41;5036;9.980577906377581
