jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;11.0;2.9;2.4;138716.0;1.0;3.0;4.0;23.91;76.09;9107;18.834405310942444
1;Tues;46264;0.0;12.0;4.6;3.0;210660.0;2.0;4.0;7.0;37.95;62.05;3662;7.915441812208196
2;Wed;48175;0.0;12.0;4.2;2.8;201469.0;2.0;4.0;6.0;34.85;65.15;3828;7.946030098598858
3;Thur;48397;0.0;12.0;4.0;2.7;193629.0;2.0;4.0;6.0;33.34;66.66;4704;9.719610719672707
4;Fri;52783;0.0;11.0;3.6;2.7;191409.0;1.0;3.0;6.0;30.22;69.78;7280;13.792319496807684
5;Sat;52273;0.0;12.0;3.5;2.6;183796.0;1.0;3.0;5.0;29.3;70.7;6730;12.874715436267289
6;Sun;50458;0.0;11.0;2.2;2.0;112998.0;1.0;2.0;4.0;18.66;81.34;11553;22.89627016528598
