jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;4.1;2.3;197356.0;2.0;4.0;6.0;51.02;48.98;2249;4.65121088660476
1;Tues;46260;0.0;8.0;3.3;2.3;151062.0;1.0;3.0;5.0;40.82;59.18;4740;10.246433203631646
2;Wed;48176;0.0;8.0;3.9;2.3;189804.0;2.0;4.0;6.0;49.25;50.75;3152;6.542676851544337
3;Thur;48397;0.0;8.0;3.3;2.4;159783.0;1.0;3.0;5.0;41.27;58.73;6728;13.901688121164534
4;Fri;52783;0.0;8.0;3.6;2.3;190897.0;2.0;3.0;5.0;45.21;54.79;4502;8.52926131519618
5;Sat;52273;0.0;8.0;4.1;2.5;214106.0;2.0;4.0;6.0;51.2;48.8;4622;8.84204082413483
6;Sun;50458;0.0;8.0;4.4;2.4;221527.0;3.0;5.0;6.0;54.88;45.12;2803;5.555115145269332
