jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;12.0;4.5;3.0;215407.0;2.0;4.0;7.0;27.84;72.16;2828;5.848654685334933
1;Tues;46261;0.0;16.0;5.1;3.6;235982.0;2.0;4.0;8.0;31.88;68.12;2329;5.034478286245434
2;Wed;48176;0.0;16.0;5.0;3.5;241752.0;2.0;4.0;7.0;31.36;68.64;1256;2.6071072733311196
3;Thur;48396;0.0;15.0;5.7;3.6;276904.0;3.0;5.0;9.0;35.76;64.24000000000001;650;1.3430862054715265
4;Fri;52783;0.0;16.0;5.4;3.5;285137.0;3.0;5.0;8.0;33.76;66.24000000000001;1508;2.8569804671958776
5;Sat;52273;0.0;13.0;5.3;3.3;277389.0;2.0;5.0;8.0;33.17;66.83;905;1.7312953149809653
6;Sun;50458;0.0;14.0;4.8;2.9;240285.0;2.0;4.0;7.0;29.76;70.24;2445;4.845614174164652
