jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;4.4;2.2;214576.0;3.0;5.0;6.0;55.47;44.53;2517;5.205468119868467
1;Tues;46261;0.0;8.0;4.1;2.3;190824.0;2.0;4.0;6.0;51.56;48.44;4123;8.91247487084153
2;Wed;48177;0.0;8.0;4.0;2.1;194727.0;2.0;4.0;6.0;50.52;49.48;2578;5.351101147850635
3;Thur;48397;0.0;8.0;4.0;2.1;191403.0;3.0;4.0;5.0;49.44;50.56;3229;6.671901150897782
4;Fri;52783;0.0;8.0;3.6;1.9;189691.0;2.0;4.0;5.0;44.92;55.08;4084;7.737339673758596
5;Sat;52273;0.0;8.0;4.1;1.8;213007.0;3.0;4.0;5.0;50.94;49.06;1477;2.825550475388824
6;Sun;50458;0.0;8.0;4.3;2.2;216757.0;2.0;4.0;6.0;53.7;46.3;1351;2.6774743350905705
