jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;7.0;2.1;2.0;102808.0;0.0;2.0;3.0;26.58;73.42;12123;25.07186730916386
1;Tues;46264;0.0;8.0;2.2;2.0;103509.0;1.0;2.0;3.0;27.97;72.03;9925;21.452965588794743
2;Wed;48176;0.0;8.0;2.3;2.0;110543.0;1.0;2.0;4.0;28.68;71.32;11843;24.582779807372965
3;Thur;48397;0.0;8.0;2.4;2.3;117745.0;0.0;2.0;4.0;30.41;69.59;12589;26.01194288902205
4;Fri;52783;0.0;8.0;2.4;2.1;127845.0;1.0;2.0;4.0;30.28;69.72;11886;22.51861394767255
5;Sat;52273;0.0;8.0;2.5;2.2;131707.0;1.0;2.0;4.0;31.49;68.51;12424;23.76752816941825
6;Sun;50458;0.0;8.0;2.2;2.0;109313.0;0.0;2.0;4.0;27.08;72.92;13967;27.68044710452257
