jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;3.1;2.4;151753.0;1.0;3.0;5.0;39.23;60.77;9616;19.887080429342543
1;Tues;46262;0.0;8.0;3.2;2.2;147959.0;1.0;3.0;5.0;39.98;60.02;6816;14.73347455795253
2;Wed;48176;0.0;8.0;3.2;2.2;153423.0;1.0;3.0;5.0;39.81;60.19;6671;13.847143806044503
3;Thur;48397;0.0;8.0;2.8;2.1;137180.0;1.0;3.0;4.0;35.43;64.57;7369;15.226150381221975
4;Fri;52783;0.0;8.0;2.8;2.1;148561.0;1.0;3.0;4.0;35.18;64.82;6771;12.827993861660003
5;Sat;52273;0.0;8.0;2.6;2.2;134036.0;1.0;2.0;4.0;32.05;67.95;11445;21.89466837564326
6;Sun;50458;0.0;8.0;1.4;1.7;72786.0;0.0;1.0;2.0;18.03;81.97;18915;37.48662253755599
