jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;23954;0.0;7.0;2.4;1.8;57621.0;1.0;2.0;4.0;30.07;69.93;4048;16.899056525006262
1;Tues;24663;0.0;7.0;3.2;2.0;77942.0;2.0;3.0;5.0;39.5;60.5;1651;6.694238332725135
2;Wed;27344;0.0;7.0;3.0;1.7;81813.0;2.0;3.0;4.0;37.4;62.6;2776;10.152135751901698
3;Thur;26416;0.0;7.0;3.1;1.4;81056.0;2.0;3.0;4.0;38.36;61.64;1167;4.417777104784979
4;Fri;28928;0.0;7.0;3.0;1.8;87997.0;2.0;3.0;4.0;38.02;61.98;2370;8.192754424778762
5;Sat;27793;0.0;7.0;3.0;1.8;82786.0;2.0;3.0;4.0;37.23;62.77;3000;10.794084841506853
6;Sun;25978;0.0;7.0;3.0;1.7;79056.0;2.0;3.0;4.0;38.04;61.96;689;2.6522442066363845
