jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;4.0;2.4;194933.0;2.0;4.0;6.0;50.39;49.61;2752;5.691477260976568
1;Tues;46261;0.0;8.0;4.1;2.3;191237.0;2.0;4.0;6.0;51.67;48.33;2003;4.329781025053501
2;Wed;48177;0.0;8.0;4.5;2.2;217211.0;3.0;4.0;6.0;56.36;43.64;418;0.8676339332046413
3;Thur;48397;0.0;8.0;5.1;2.0;246351.0;4.0;5.0;7.0;63.63;36.37;173;0.35746017315122836
4;Fri;52783;0.0;8.0;5.1;2.1;270160.0;4.0;5.0;7.0;63.98;36.02;1301;2.4648087452399445
5;Sat;52273;0.0;8.0;5.1;2.2;268776.0;4.0;5.0;7.0;64.27;35.730000000000004;617;1.1803416677826029
6;Sun;50458;0.0;8.0;4.9;2.4;245323.0;3.0;5.0;7.0;60.77;39.23;1739;3.4464306948353083
