jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;16.0;10.2;4.3;492725.0;7.0;10.0;14.0;63.69;36.31;1128;2.3328438773188838
1;Tues;46263;0.0;16.0;8.6;4.0;399078.0;6.0;8.0;12.0;53.91;46.09;793;1.7141127899185093
2;Wed;48177;0.0;16.0;8.6;3.9;416081.0;6.0;9.0;12.0;53.98;46.02;249;0.5168441372439131
3;Thur;48397;0.0;16.0;8.8;4.0;426155.0;5.0;9.0;12.0;55.03;44.97;224;0.4628386056987004
4;Fri;52783;0.0;16.0;8.5;4.0;449597.0;6.0;8.0;11.0;53.24;46.76;1710;3.239679442244662
5;Sat;52273;0.0;16.0;9.4;4.0;492665.0;6.0;9.0;13.0;58.91;41.09;924;1.7676429514280796
6;Sun;50458;0.0;16.0;10.4;4.5;526162.0;8.0;12.0;14.0;65.17;34.83;2208;4.375916603908201
