jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;2.7;2.1;132744.0;1.0;2.0;4.0;34.32;65.68;6675;13.804727731474777
1;Tues;46259;0.0;8.0;3.2;2.1;146190.0;2.0;3.0;4.0;39.5;60.5;3992;8.629672063814608
2;Wed;48177;0.0;8.0;3.3;2.1;156595.0;2.0;3.0;5.0;40.63;59.37;4065;8.437636216451834
3;Thur;48397;0.0;8.0;2.9;2.3;139562.0;1.0;2.0;5.0;36.05;63.95;6865;14.184763518399901
4;Fri;52783;0.0;8.0;2.8;2.2;150399.0;1.0;2.0;4.0;35.62;64.38;8352;15.823276433700245
5;Sat;52273;0.0;8.0;2.9;2.2;153986.0;1.0;2.0;5.0;36.82;63.18;5911;11.307941002046947
6;Sun;50458;0.0;8.0;2.9;2.2;146315.0;1.0;2.0;5.0;36.25;63.75;7198;14.265329581037694
