jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;5.1;2.1;244379.0;3.0;5.0;7.0;63.18;36.82;446;0.922383306103034
1;Tues;46261;0.0;8.0;4.9;2.0;227225.0;3.0;5.0;7.0;61.4;38.6;546;1.180259830094464
2;Wed;48177;0.0;8.0;5.3;2.0;253001.0;4.0;6.0;7.0;65.64;34.36;108;0.22417336073229963
3;Thur;48397;0.0;8.0;5.3;2.0;254560.0;4.0;6.0;7.0;65.75;34.25;620;1.2810711407731883
4;Fri;52783;0.0;8.0;4.9;2.2;258494.0;3.0;5.0;7.0;61.22;38.78;625;1.184093363393517
5;Sat;52273;0.0;8.0;4.8;2.1;253018.0;3.0;5.0;6.0;60.5;39.5;1184;2.2650316607043792
6;Sun;50458;0.0;8.0;4.8;2.3;244012.0;3.0;5.0;7.0;60.45;39.55;1085;2.1503032224820644
