jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;12.0;6.6;3.4;318801.0;4.0;7.0;9.0;54.94;45.06;1524;3.1518209831861514
1;Tues;46263;0.0;12.0;6.1;3.4;281098.0;3.0;6.0;9.0;50.63;49.37;1252;2.7062663467565873
2;Wed;48176;0.0;12.0;6.1;3.3;295498.0;4.0;6.0;9.0;51.11;48.89;2431;5.046081036200597
3;Thur;48397;0.0;12.0;6.4;3.7;308641.0;3.0;6.0;10.0;53.14;46.86;1641;3.390706035498068
4;Fri;52782;0.0;12.0;5.7;3.6;300541.0;3.0;5.0;8.0;47.45;52.55;2176;4.122617559016331
5;Sat;52272;0.0;12.0;6.1;3.2;318927.0;4.0;6.0;8.0;50.84;49.16;1450;2.7739516375880013
6;Sun;50458;0.0;12.0;5.7;3.8;288552.0;2.0;5.0;9.0;47.66;52.34;4079;8.08395100875976
