jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;3.3;2.3;161565.0;1.0;3.0;5.0;41.77;58.23;4850;10.030401422869316
1;Tues;46257;0.0;8.0;3.3;2.2;152096.0;2.0;3.0;5.0;41.1;58.9;4228;9.1402382342132
2;Wed;48177;0.0;8.0;3.1;2.0;149897.0;1.0;3.0;4.0;38.89;61.11;3468;7.198455694626066
3;Thur;48397;0.0;8.0;2.7;1.9;130146.0;1.0;3.0;4.0;33.61;66.39;7197;14.87075645184619
4;Fri;52783;0.0;8.0;3.2;2.3;168691.0;1.0;3.0;5.0;39.95;60.05;7758;14.697914101131046
5;Sat;52273;0.0;8.0;4.0;2.5;207122.0;2.0;4.0;6.0;49.53;50.47;4376;8.371434583819564
6;Sun;50458;0.0;8.0;3.9;2.5;194343.0;2.0;4.0;6.0;48.14;51.86;5985;11.861350033691387
