jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;6.0;1.9;1.7;90618.0;0.0;1.0;3.0;23.43;76.57;12466;25.781233842781216
1;Tues;46265;0.0;5.0;1.7;1.5;80054.0;1.0;1.0;3.0;21.63;78.37;11558;24.982167945531177
2;Wed;48176;0.0;7.0;2.0;1.7;96109.0;1.0;2.0;3.0;24.94;75.06;11284;23.422451012952507
3;Thur;48397;0.0;8.0;2.5;2.1;122856.0;1.0;2.0;4.0;31.73;68.27;11607;23.982891501539353
4;Fri;52783;0.0;8.0;2.4;2.1;128019.0;1.0;2.0;4.0;30.32;69.68;11398;21.59407384953489
5;Sat;52273;0.0;8.0;2.2;1.7;113692.0;1.0;2.0;3.0;27.19;72.81;8948;17.117823733093566
6;Sun;50458;0.0;7.0;1.9;1.6;98207.0;1.0;2.0;3.0;24.33;75.67;9465;18.75817511593801
