jour;jours;nb_data;min;max;mean;std;sum;Q1;median;Q3;taux_dispo;taux_occ;penurie;taux_penurie
0;Mon;48353;0.0;8.0;3.7;2.2;176929.0;2.0;4.0;5.0;45.74;54.26;3316;6.85789919963601
1;Tues;46263;0.0;8.0;4.0;2.1;182833.0;2.0;4.0;5.0;49.4;50.6;1714;3.704904567364849
2;Wed;48177;0.0;8.0;3.6;2.2;175311.0;2.0;4.0;5.0;45.49;54.51;4564;9.4734001702057
3;Thur;48397;0.0;8.0;3.6;1.9;175092.0;2.0;4.0;5.0;45.22;54.78;2898;5.987974461226936
4;Fri;52783;0.0;8.0;4.2;2.1;221864.0;3.0;4.0;6.0;52.54;47.46;2907;5.507455051815926
5;Sat;52273;0.0;8.0;3.9;2.3;201599.0;2.0;4.0;6.0;48.21;51.79;2260;4.323455703709372
6;Sun;50458;0.0;8.0;3.9;2.3;197401.0;2.0;4.0;6.0;48.9;51.1;2995;5.935629632565698
